Gene ID	'10 day' vs '7 day' in 'wild type' .foldChange	'12 day' vs '7 day' in 'wild type' .foldChange	'13 day' vs '7 day' in 'wild type' .foldChange	'15 day' vs '7 day' in 'wild type' .foldChange	'8 day' vs '7 day' in 'wild type' .foldChange	'val1 mutant' vs 'wild type' at '10 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '13 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '15 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '7 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '8 days after pollination' .foldChange
AT3G29305	-3	-2.1	-3.6	-3.2	NA	NA				
AT3G29320	NA	NA	-1.4	-5.2	NA	NA		1.8		
AT3G29330	NA	1.3	1.5	1.8	NA	NA				
AT3G29350	NA	NA	NA	-2.1	NA	NA				
AT3G29370	4	4.4	4.4	4.5	NA	NA				
AT3G29375	NA	NA	NA	-1.2	NA	NA				
AT3G29380	NA	NA	NA	5.1	NA	NA				
AT3G29385	1.9	1.2	NA	-2.3	NA	NA		1.5		
AT3G29390	1.2	1.4	2	2.1	NA	NA				
AT3G29400	NA	NA	NA	1.6	NA	NA				
AT3G29430	2.7	NA	NA	NA	NA	NA				
AT3G29580	-2.8	NA	NA	NA	NA	NA				
AT3G29590	-2.6	NA	NA	NA	NA	NA				
AT3G29670	NA	4.6	7.2	11.1	NA	NA	-2.3			
AT3G29760	-1.2	NA	NA	NA	NA	NA				
AT3G29770	NA	NA	NA	-2.4	NA	NA				
AT3G29775	NA	NA	NA	5.1	NA	NA				
AT3G29776	NA	NA	NA	1.6	NA	NA				
AT3G29779	NA	NA	4.8	7	NA	NA				
AT3G29788	NA	4.3	4.8	5	NA	NA				
AT3G29810	1.8	2.3	1.6	1.3	NA	NA				
AT3G30120	NA	NA	-3.7	-2.6	NA	NA				
AT3G30122	NA	NA	NA	NA	NA	-1.1	-2.3	-1.5		
AT3G30180	3.1	4.2	4.4	2.5	NA	NA				
AT3G30214	-3.1	-2.8	-4	-5.5	NA	NA			1.3	
AT3G30280	-4.2	-3.8	-3.3	-4.8	-1.1	NA				
AT3G30300	NA	-1.5	-2.3	-3.4	NA	NA				
AT3G30350	NA	NA	NA	-1.3	NA	NA				
AT3G30380	NA	1.3	1.7	2.2	NA	NA				
AT3G30390	1.7	2	2	1.7	NA	NA				
AT3G30460	5.1	6.1	7	7.5	NA	NA				
AT3G30720	NA	NA	3.6	3.2	NA	NA				
AT3G30775	2.7	3.4	3.1	3.3	NA	NA				
AT3G30803	NA	3.4	6.2	6	NA	NA				
AT3G30833	2.8	2.4	2.6	NA	NA	NA	1.9			
AT3G30836	NA	NA	NA	4.3	NA	NA				
AT3G30841	1.5	1.6	1.8	1.8	NA	NA				
AT3G30842	5.7	5.8	6.1	5.9	NA	NA		1.6		
AT3G30846	NA	NA	4.4	NA	NA	NA				
AT3G31908	NA	NA	5.5	4.5	NA	NA				
AT3G32195	NA	4.1	5.8	4.4	NA	NA				
AT3G32925	NA	NA	NA	NA	NA	NA	1.1			
AT3G32930	-1.1	-2	-2	-2.2	NA	NA				
AT3G32940	NA	NA	NA	NA	NA	1.2	1.2			
AT3G33004	-2.7	NA	-3.6	NA	NA	NA				
AT3G33235	3.2	NA	NA	NA	NA	NA				
AT3G36659	2.1	NA	NA	NA	NA	NA				
AT3G41762	NA	NA	NA	1.9	NA	NA				
AT3G42170	-1.7	-2.2	-2.5	-1.8	NA	NA				
AT3G42180	1.6	1.9	1.5	NA	NA	NA		1.7		
AT3G42473	-6	-6.3	-6.6	-6.6	-1.1	NA				
AT3G42630	1.3	1.1	NA	NA	NA	NA				
AT3G42658	NA	3.8	3.7	NA	NA	NA				
AT3G42670	NA	NA	-1.7	-3.7	NA	NA	1.6	1.9		
AT3G42725	-2	-4.7	-5.9	-7.7	NA	NA				
AT3G42800	NA	NA	NA	-4.9	NA	NA				
AT3G42806	NA	NA	NA	NA	NA	2.7	4.4	4.4	2.6	2.7
AT3G42830	-3.8	-4.1	-4.4	-4.4	NA	NA				
AT3G42850	NA	NA	NA	3	NA	NA				
AT3G42860	-1.8	NA	NA	2.8	NA	NA	-1.1			
AT3G43110	3.2	3.2	1.6	NA	1.6	NA	1.2	1.2		
AT3G43120	-2.3	-3.2	-4.2	-5.7	NA	NA				
AT3G43220	1.5	1.5	1.4	NA	NA	NA				
AT3G43230	NA	1.3	1.8	2.6	NA	NA				
AT3G43270	3.4	3.9	3.5	1.7	1.1	1.4	1.9	2.3	1.2	1.1
AT3G43430	2.4	NA	NA	-4.1	NA	NA				
AT3G43440	NA	NA	NA	1.5	NA	NA				
AT3G43505	-7.5	-7.7	-4.3	NA	NA	NA		-2.1		
AT3G43510	NA	NA	2.1	3.2	NA	NA				
AT3G43540	NA	NA	-1.1	NA	NA	NA				
AT3G43580	-1.2	-1.3	NA	NA	NA	NA				
AT3G43600	NA	NA	NA	-2.1	NA	-2	-1.6		-1.5	-2.2
AT3G43610	NA	NA	NA	-2	NA	NA				
AT3G43625	NA	NA	NA	4.4	NA	NA				
AT3G43670	-2.8	-3.7	-4.9	-5.9	NA	NA				
AT3G43690	NA	NA	NA	NA	NA	NA	-1.7	-2.2		
AT3G43720	NA	NA	NA	-1.5	NA	NA				
AT3G43740	NA	NA	NA	NA	NA	-1.1	-1.4	-1.9		
AT3G43790	1.6	NA	NA	NA	NA	-1.4	-1.6			
AT3G43800	-3.2	-6.5	-6.6	-9.7	NA	NA				
AT3G43810	-1.3	-2.2	-2.9	-3.6	NA	NA				
AT3G43860	-2.6	-3	-3.1	-4.7	NA	NA				
AT3G43920	NA	NA	-1.1	-1.6	NA	NA				
AT3G43960	-2	-5	-6	-8.8	NA	NA				
AT3G43980	-1.7	-1.8	-1.9	-2.5	NA	NA				
AT3G44006	5.2	6.4	7.2	8.5	NA	-1.5	-1.8	-2.5		
AT3G44010	-1.6	-1.6	-1.7	-1.9	NA	NA				
AT3G44020	NA	NA	-1.5	-1.7	NA	NA				
AT3G44050	-2.6	-4.2	-5.5	-8.4	NA	NA				
AT3G44100	2.4	2.6	2.4	2.6	NA	NA				
AT3G44120	2.6	2.6	NA	NA	NA	-1.4				
AT3G44150	NA	NA	-1.6	-2.7	NA	NA				
AT3G44160	NA	NA	1.3	1.1	NA	NA				
AT3G44205	1.3	1.2	1.7	1.2	NA	NA				
AT3G44215	NA	NA	4.6	4.7	NA	NA				
AT3G44220	2.6	3.1	NA	-3.8	NA	NA				
AT3G44260	NA	3.3	3.4	NA	NA	NA		1.3		
AT3G44280	NA	NA	NA	1.1	NA	NA				
AT3G44290	4.9	5.3	6.2	6.8	1.2	NA				
AT3G44300	NA	-2.2	-3.6	-6	NA	NA	1.6	2		
AT3G44310	NA	NA	NA	-2.5	NA	NA		1.1		
AT3G44320	1.7	2.8	4.1	4.5	1.1	NA				
AT3G44330	-1.2	-1.7	-1.9	-2.9	NA	NA				
AT3G44370	NA	NA	1.2	1.5	NA	NA				
AT3G44380	NA	-1.2	-2	-3.4	NA	NA				
AT3G44400	NA	NA	-1.9	-4.5	NA	1.4	2.1	1.6		1.3
AT3G44410	2.3	2	NA	2.2	NA	NA				
AT3G44420	NA	NA	NA	-1.2	NA	NA				
AT3G44450	NA	1.5	NA	NA	NA	2.3	2.8			1.2
AT3G44460	4.3	5.3	5.7	4.5	1.9	NA				
AT3G44480	2	2.3	2.2	1.5	NA	NA				
AT3G44530	NA	NA	1.1	1.2	NA	NA				
AT3G44540	NA	4.4	NA	NA	NA	NA				
AT3G44550	NA	6.2	NA	NA	NA	NA				
AT3G44590	-2.5	-2.4	-2.4	-2.1	NA	NA				
AT3G44610	-1.8	-3	-3.4	-4.5	NA	NA				
AT3G44620	-1.3	-2	-2	-1.1	NA	NA				
AT3G44630	NA	NA	NA	-1.3	NA	NA		1.1		
AT3G44670	2	2.2	2.2	1.3	NA	NA				
AT3G44716	NA	NA	-2.2	-5.2	NA	NA				
AT3G44720	3.7	4.7	3.9	NA	1.6	NA				
AT3G44730	1.7	2.8	3.9	4.7	NA	NA				
AT3G44735	2.2	2.8	3.1	2.3	NA	NA				
AT3G44740	NA	1.1	1.3	NA	NA	NA				
AT3G44750	-3.6	-3.5	-3.2	-2.8	-1.6	NA		-2.6		
AT3G44770	NA	-2	-3.8	-3	NA	NA				
AT3G44790	NA	NA	NA	-1.9	NA	-1.3	-1.8		-1.3	
AT3G44798	1.4	1.9	2.1	2.3	NA	NA				
AT3G44800	NA	NA	NA	-1.8	NA	NA				
AT3G44820	3.4	3.9	4.1	4.2	NA	NA				
AT3G44830	4.9	5.6	5.6	7	2.2	NA				
AT3G44880	1.1	1.9	2.6	3.9	NA	NA				
AT3G44890	-2.4	-3.2	-3.3	-3.3	NA	NA				
AT3G44940	NA	NA	NA	-2.1	NA	NA				
AT3G44950	-2.5	-3.6	-3.9	-3.9	NA	NA				
AT3G44960	NA	-3	-4.1	-8.2	NA	NA				
AT3G45000	NA	-3.5	-3.7	-3.8	NA	NA				
AT3G45010	-2.4	-1.6	-3.8	-5.4	NA	NA				
AT3G45030	-1.2	-1.5	-1.5	-3.1	NA	NA				
AT3G45040	1.3	1.8	2	2.3	NA	NA				
AT3G45050	-1.5	-1.8	-1.6	NA	NA	NA				
AT3G45090	NA	NA	NA	-1.9	NA	NA				
AT3G45093	-5.9	-3.6	-4	-6.5	NA	NA				
AT3G45110	NA	NA	NA	6.7	NA	NA				
AT3G45130	-2.7	-5	-5.3	-5.3	NA	NA	1.8			
AT3G45140	-3.2	-3.7	NA	-2.7	1.2	NA				
AT3G45210	1.8	2	1.4	NA	NA	NA				
AT3G45230	-1.7	-2.4	-2.7	-2.8	NA	NA				
AT3G45248	-6.4	-7.4	-7.7	-7.7	-2.4	NA				
AT3G45260	1.1	1.3	1.1	-2	NA	NA		1.6		
AT3G45310	-2.8	-5.7	-6.3	-8.2	NA	NA				
AT3G45410	NA	2.3	2.3	NA	NA	NA				
AT3G45420	NA	NA	1.3	NA	NA	NA				
AT3G45430	2.7	3.3	3.2	NA	NA	NA				
AT3G45590	NA	NA	NA	1.4	NA	NA				
AT3G45600	-1.9	-3.6	-4.8	-5.5	NA	NA	1.9			
AT3G45610	NA	NA	-1.1	-3.6	NA	NA				
AT3G45620	NA	NA	1.2	1.8	NA	NA				
AT3G45638	NA	NA	2.6	5.1	NA	NA				
AT3G45640	NA	NA	NA	1.1	NA	NA				
AT3G45650	NA	NA	NA	2.8	NA	NA				
AT3G45690	-3.7	-4	-4.2	-4.3	NA	NA				
AT3G45730	4.6	5.9	5.9	5.1	NA	NA				
AT3G45740	NA	-1.1	NA	-1.3	NA	NA				
AT3G45780	2.9	1.3	NA	1.8	1.9	NA				
AT3G45800	NA	3.3	3.1	NA	NA	NA				
AT3G45830	NA	NA	1.1	1.5	NA	NA				
AT3G45840	4.5	8.3	8.5	5.6	NA	NA	-2.1			
AT3G45850	1.1	NA	NA	-3	NA	NA				
AT3G45860	NA	NA	NA	NA	NA	1.2	1.9			
AT3G45880	NA	NA	-1.2	NA	NA	NA				
AT3G45900	NA	NA	NA	1.9	NA	NA				
AT3G45930	-3.1	-3.7	-3.9	-3	NA	NA				
AT3G45970	NA	-2.7	NA	NA	NA	NA				
AT3G45980	-1.8	-2.6	-3	-3.1	NA	NA				
AT3G46000	NA	NA	NA	1.3	NA	NA				
AT3G46020	-1.4	-1.4	-1.3	-1.3	NA	NA				
AT3G46030	-1.9	-2.2	-1.9	NA	NA	NA				
AT3G46040	-1.7	-1.9	-1.6	-1.9	NA	NA				
AT3G46100	-1.3	-1.4	-1.3	-1.1	NA	NA				
AT3G46150	NA	NA	NA	-3.9	NA	NA				
AT3G46200	NA	NA	NA	-2	NA	NA				
AT3G46210	-1.8	-1.4	NA	NA	NA	NA				
AT3G46230	NA	6.7	10.2	16.1	NA	NA				
AT3G46240	-2.7	NA	NA	NA	NA	NA				
AT3G46290	NA	1.1	NA	NA	NA	NA				
AT3G46320	-3.8	-5.5	-6.1	-5.5	NA	NA				
AT3G46375	NA	NA	5.5	7.2	NA	NA	-1.4			
AT3G46385	1.2	NA	NA	-1.9	NA	NA				
AT3G46450	2.4	2.6	2.6	2.5	NA	NA				
AT3G46487	NA	NA	3.7	NA	NA	NA				
AT3G46500	3.3	4.6	NA	NA	NA	NA				
AT3G46510	NA	NA	NA	1.4	NA	NA				
AT3G46520	NA	NA	-3.9	-3.9	NA	NA				
AT3G46540	1.6	NA	NA	NA	NA	NA				
AT3G46550	1.2	1.3	NA	-1.5	NA	NA		1.2		
AT3G46560	-2	-2.2	-2	-1.6	NA	NA				
AT3G46580	NA	-1.2	-1.7	-2.3	NA	NA				
AT3G46590	1.1	1.3	1.3	1.6	NA	NA				
AT3G46610	-1.3	-1.4	-1.6	-1.1	NA	NA				
AT3G46620	NA	NA	1.9	NA	NA	NA		1.2		
AT3G46640	NA	NA	NA	1.2	NA	NA				
AT3G46670	2.7	2.9	3	4.4	NA	NA				
AT3G46680	NA	NA	NA	2.1	NA	NA				
AT3G46690	NA	NA	NA	5.7	NA	NA				
AT3G46700	NA	NA	NA	6.8	NA	NA				
AT3G46740	-1.3	-1.8	-2	-1.9	NA	NA				
AT3G46780	NA	-2.1	-4.1	-7.2	1.1	NA				
AT3G46810	-3.5	-3.8	-4.1	-4.1	NA	NA				
AT3G46820	NA	NA	NA	-1.4	NA	NA				
AT3G46830	NA	NA	NA	-1.3	NA	NA				
AT3G46870	-3.4	-3.3	-2.7	-1.5	-1.2	NA				
AT3G46890	-2.2	-2.4	-3.2	-5.3	NA	NA				
AT3G46900	1.9	2.8	2.6	NA	NA	1.4	2	1.7		
AT3G46910	NA	NA	3.4	NA	NA	NA				
AT3G46911	NA	3.6	3.8	4	NA	NA				
AT3G46920	2.1	2.4	2.5	2.7	NA	NA				
AT3G46930	1.3	1.7	2	2.7	NA	NA				
AT3G46940	-4.5	-6.2	-6.3	-5.9	NA	NA				
AT3G46950	-1.2	-1.2	NA	NA	NA	NA				
AT3G46970	2.3	1.6	NA	-2	1.1	NA		1.2		
AT3G46980	NA	1.1	1.3	1.8	NA	NA				
AT3G46990	NA	NA	-1.5	-3	NA	NA				
AT3G47000	NA	NA	NA	-1.9	NA	NA		1.2		
AT3G47010	NA	NA	-1.4	-2.7	NA	NA				
AT3G47040	NA	NA	NA	NA	NA	NA		1.2		
AT3G47060	NA	NA	NA	1.6	NA	NA				
AT3G47080	1.3	1.4	1.5	2	NA	NA				
AT3G47160	1.5	2	2.9	4.3	NA	NA				
AT3G47190	-2.5	NA	-3.8	-5.7	NA	NA				
AT3G47290	NA	NA	-1.2	-2.6	NA	NA				
AT3G47295	NA	-2.9	-2.1	-3.7	NA	NA				
AT3G47300	NA	NA	NA	1.5	NA	NA	-1.3	-1.3		
AT3G47340	NA	3.3	6.5	12.7	NA	NA				
AT3G47342	1.6	2.2	2.5	2	NA	NA				
AT3G47347	1.2	1.8	2	1.9	NA	NA				
AT3G47348	-1.1	NA	NA	-1.1	NA	NA				
AT3G47350	NA	-1.4	-1.8	-2.4	NA	NA				
AT3G47370	-1.9	-2	-1.9	-2.2	NA	NA				
AT3G47400	3.6	4.2	3.5	NA	NA	NA				
AT3G47420	4.6	5.5	5.6	4.7	NA	NA				
AT3G47450	-1.4	-1.4	-1.2	-1.3	NA	NA				
AT3G47460	-2.1	-2.7	-2.4	-3.4	NA	NA				
AT3G47470	NA	-2.4	-4.1	-6.2	NA	NA				
AT3G47490	NA	NA	NA	-1.5	NA	NA				
AT3G47500	2.8	3.6	3.9	3.7	NA	NA				
AT3G47520	NA	-1.1	-1.3	-1.9	NA	NA				
AT3G47530	-1.7	-1.5	-1.2	NA	NA	NA				
AT3G47550	1.2	1.6	1.8	2.4	NA	NA				
AT3G47560	NA	-1.8	-2.1	-5.9	NA	NA	1.3	1.7		
AT3G47570	NA	2	2.4	NA	NA	NA				
AT3G47580	-2.3	NA	NA	-3.8	NA	NA				
AT3G47590	NA	NA	-1.8	-2.2	NA	NA				
AT3G47640	1.8	2.5	3.2	5.2	NA	NA		-1.7		
AT3G47650	-2.9	-4.7	-5.6	-4.9	NA	NA		-2.3		
AT3G47670	NA	NA	1.3	1.6	NA	NA				
AT3G47675	2	1.6	1.8	NA	NA	NA				
AT3G47680	2.4	2.7	3.4	3	NA	NA				
AT3G47690	NA	NA	NA	-2.3	NA	NA				
AT3G47730	NA	NA	NA	1.2	NA	NA				
AT3G47750	4	4.9	5.2	4.1	NA	NA				
AT3G47780	NA	NA	1.3	1.8	NA	NA	-1.2	-1.1		
AT3G47790	NA	3.5	NA	NA	NA	NA				
AT3G47800	-1.2	-1.3	-1.6	-2.7	NA	NA				
AT3G47830	NA	NA	NA	-1.4	NA	NA				
AT3G47833	NA	NA	-1.2	NA	NA	NA				
AT3G47840	-1.4	NA	NA	NA	NA	NA				
AT3G47860	NA	NA	NA	-2	NA	NA			-1.2	-1.2
AT3G47875	NA	NA	-3.7	-4.5	NA	NA				
AT3G47910	NA	NA	NA	1.2	NA	NA				
AT3G47950	2	2	1.3	NA	NA	NA				
AT3G47960	1.8	1.5	1.3	NA	NA	NA				
AT3G47965	NA	NA	NA	-3.7	NA	NA				
AT3G47990	NA	1.1	1.2	1.2	NA	NA				
AT3G48000	1.7	NA	NA	NA	NA	NA				
AT3G48010	NA	NA	NA	2.8	NA	NA				
AT3G48020	NA	NA	2.6	4.8	NA	NA				
AT3G48040	NA	NA	NA	-1.4	NA	NA				
AT3G48050	NA	1.4	1.6	1.7	NA	NA				
AT3G48060	NA	NA	1.1	NA	NA	NA				
AT3G48070	NA	NA	NA	1.5	NA	NA				
AT3G48100	-1.3	-2.3	-2.8	-5.5	NA	NA				
AT3G48110	-1.9	-2.1	-1.6	-1.2	NA	NA				
AT3G48115	1.7	1.9	2	2.3	NA	NA				
AT3G48120	NA	NA	NA	1.6	NA	NA	-1.2			
AT3G48140	-3.7	-5.6	-7.1	-9.3	NA	NA	1.7			
AT3G48150	-2.5	-2.6	-2.5	-1.5	NA	NA				
AT3G48160	-3.8	-5.8	-5.8	-6	NA	NA				
AT3G48185	NA	NA	NA	-1.8	NA	NA				
AT3G48190	1.2	1.2	1.4	NA	NA	NA				
AT3G48195	NA	1.3	1.4	1.9	NA	NA				
AT3G48200	1.4	-1.6	-4.2	-4.3	1.1	NA	2.5			
AT3G48210	-2.4	-2.4	-2	-1.1	NA	NA				
AT3G48230	NA	NA	NA	3.6	NA	NA		-1.9		
AT3G48231	-7.5	-8.4	-8.9	-9.1	-1.5	NA				
AT3G48240	2	NA	NA	2.6	NA	NA				
AT3G48250	-2.3	-1.9	NA	NA	NA	NA				
AT3G48260	NA	NA	NA	6.1	NA	NA				
AT3G48270	8.9	12	13.3	15.2	NA	NA				
AT3G48280	-3.1	-4.9	-6.2	-7.1	-1.4	NA				
AT3G48300	-1.6	-2.1	-2.5	-6.6	NA	1.8	1.2			
AT3G48330	1.6	1.5	NA	NA	NA	NA				
AT3G48346	3	NA	NA	NA	NA	NA				
AT3G48350	2.5	NA	NA	NA	NA	NA				
AT3G48390	NA	NA	NA	3.3	NA	NA				
AT3G48410	NA	NA	NA	-2.2	NA	NA				
AT3G48420	NA	-1.4	-1.7	-2.2	NA	NA				
AT3G48425	-1.5	-1.8	-2.7	-3.9	NA	NA				
AT3G48430	NA	NA	NA	-1.5	NA	NA				
AT3G48440	NA	NA	NA	-3.1	NA	NA		1.3		
AT3G48450	NA	NA	NA	-3.9	NA	NA				
AT3G48460	-4.3	-4.9	-6.3	-6.8	-1.4	NA				
AT3G48480	-1.4	-2	-1.5	-2.1	NA	NA				
AT3G48490	-3.6	-8	-7.4	-8.3	NA	NA				
AT3G48500	-3.6	-3.9	-3.8	-2.9	NA	NA				
AT3G48510	5.8	6.1	5.7	6.2	2.4	NA				
AT3G48520	NA	4.8	5.7	4.4	NA	NA	-1.5			
AT3G48530	-1.1	-2.8	-3	-1.8	NA	NA				
AT3G48540	-3.8	-5.1	-5.4	-5	NA	NA				
AT3G48550	2.1	NA	NA	-3.4	NA	NA				
AT3G48570	NA	NA	1.6	1.6	NA	NA				
AT3G48580	-5.1	-4.6	NA	3.7	NA	NA				
AT3G48590	-1.7	-2.1	-1.8	NA	NA	NA				
AT3G48600	1.1	1.1	NA	NA	NA	NA				
AT3G48610	1.5	2.1	1.5	NA	NA	NA				
AT3G48620	NA	NA	NA	NA	NA	1.5	2.4			
AT3G48660	NA	1.3	2.3	3.8	NA	NA				
AT3G48670	NA	NA	NA	-2.3	NA	NA				
AT3G48690	NA	NA	1.2	2.2	NA	NA	-1.1			
AT3G48700	-4.1	-7	-5.9	-7.8	NA	NA				
AT3G48710	-1.6	-2.3	-2.3	-1.4	NA	NA				
AT3G48730	-2.9	-4.3	-4.4	-4.8	NA	NA				
AT3G48740	-3.3	NA	-4	-7.4	NA	NA				
AT3G48750	NA	NA	NA	-1.5	NA	NA				
AT3G48760	1.1	1.4	1.8	1.9	NA	NA				
AT3G48770	-4.1	-4.6	-7.1	-7.1	-1.4	NA				
AT3G48780	NA	1.3	1.3	1.8	NA	NA				
AT3G48800	NA	NA	NA	1.2	NA	NA				
AT3G48820	NA	NA	NA	-1.1	NA	NA				
AT3G48830	NA	NA	NA	1.4	NA	NA				
AT3G48870	-2.5	-2.8	-3.4	-3.4	NA	NA				
AT3G48890	NA	NA	1.2	2.1	NA	NA				
AT3G48900	-2.2	-5.2	-5.2	-7.8	NA	NA				
AT3G48930	-2	-2.4	-2.3	-3.3	NA	NA				
AT3G48950	-4.2	-4.5	-4.7	-4.8	NA	NA				
AT3G48970	-1.5	-3.1	-6.9	-7.8	NA	NA				
AT3G48980	2.1	2.1	1.7	NA	NA	NA				
AT3G48990	NA	NA	2.2	5.3	NA	NA				
AT3G49010	-1.7	-2.1	-2	-3.2	NA	NA				
AT3G49055	NA	NA	3.9	4	NA	NA				
AT3G49080	-1.8	-2	-2	-2.1	NA	NA				
AT3G49100	NA	-1.1	-1.4	-1.4	NA	NA				
AT3G49140	-1.6	-2.4	-2.7	-3.3	NA	NA				
AT3G49142	-1.4	NA	NA	NA	NA	NA				
AT3G49160	NA	NA	NA	1.6	NA	NA	-1.7	-2.1		
AT3G49170	-3.3	-2.9	-1.8	-1.1	NA	NA				
AT3G49180	-1.8	-1.5	-1.4	-1.1	NA	NA				
AT3G49220	3.5	3.7	2.3	NA	1.3	NA				
AT3G49240	-2.6	-2	-1.5	NA	NA	NA				
AT3G49250	NA	NA	-1.1	-3.8	NA	NA				
AT3G49260	2.7	NA	NA	-4.2	1.4	NA		1.2		
AT3G49290	NA	NA	NA	-2.3	NA	NA				
AT3G49300	-1.9	-1.3	NA	2.9	NA	NA				
AT3G49307	-8	-8.5	-9	-9.2	-1.6	NA				
AT3G49320	-3.1	-1.9	NA	NA	-1.1	NA				
AT3G49360	1.2	1.7	2.1	1.9	NA	1.2				
AT3G49370	-1.3	NA	NA	-1.7	NA	NA				
AT3G49380	NA	NA	-1.7	-5.2	NA	NA	1.5			
AT3G49390	NA	NA	NA	-1.2	NA	NA				
AT3G49410	-2.1	-1.3	NA	-1.9	NA	NA				
AT3G49420	-1.1	NA	NA	NA	NA	NA				
AT3G49430	-1.1	-1.3	-1.2	NA	NA	NA				
AT3G49470	-2.1	-2.9	-3	-3.5	NA	NA				
AT3G49480	NA	3.1	4.4	6.8	NA	NA	-1.2	-1.8		
AT3G49490	1.2	1.4	1.4	1.6	NA	NA				
AT3G49500	NA	NA	NA	-2	NA	NA				
AT3G49510	1.1	1.1	NA	NA	NA	NA				
AT3G49530	NA	1.4	1.9	2.4	NA	NA				
AT3G49540	-2.1	-3	-3.3	-3.9	NA	NA				
AT3G49560	NA	-1.4	-1.1	NA	NA	NA				
AT3G49570	2.6	3.1	5.1	6	NA	NA				
AT3G49580	NA	NA	5.1	4.9	NA	NA				
AT3G49590	NA	NA	NA	-2	NA	NA				
AT3G49645	1.4	1.3	1.3	1.2	NA	NA				
AT3G49660	-1.7	-1.6	-1.5	-1.1	NA	NA				
AT3G49670	-1.1	-2.8	-4.1	-5.5	NA	NA				
AT3G49680	NA	-1.1	-1.2	-1.8	NA	NA				
AT3G49710	-1.3	-1.6	-1.1	NA	NA	NA				
AT3G49720	NA	NA	NA	-2.2	NA	NA				
AT3G49740	-1.7	-1.2	NA	NA	NA	NA				
AT3G49750	-1.6	-2.4	-3.4	-4.2	NA	NA				
AT3G49780	NA	NA	NA	-3.6	NA	NA	4.5	5.6		
AT3G49790	NA	NA	NA	1.7	NA	NA				
AT3G49810	NA	NA	-1.1	-2.2	NA	NA				
AT3G49840	NA	NA	1.1	NA	NA	NA				
AT3G49870	-2.5	-3.2	-3	-1.2	NA	NA				
AT3G49880	1.2	1.3	1.3	1.6	NA	NA				
AT3G49890	-1.6	-1.6	-1.4	NA	NA	NA				
AT3G49900	NA	-1.6	-2.1	-3.1	NA	NA				
AT3G49910	-1.8	-2.1	-2.1	-3	NA	NA				
AT3G49920	1.1	NA	NA	-1.4	NA	NA				
AT3G49950	NA	NA	NA	-1.7	NA	NA				
AT3G50020	-4.3	-4.6	NA	-4.9	-1.2	NA				
AT3G50040	-1.3	-1.2	NA	1.5	NA	NA				
AT3G50050	1.3	NA	NA	NA	NA	NA	1.1			
AT3G50060	NA	1.4	1.8	2.5	NA	NA				
AT3G50070	-1.5	-1.8	-2.4	-2.7	NA	NA				
AT3G50100	-1.8	-3.3	-3.6	-4.9	NA	NA				
AT3G50110	NA	NA	-1.3	-2.9	NA	NA				
AT3G50190	NA	-3	NA	-3.9	NA	NA				
AT3G50200	NA	-1.6	-3.2	-6.3	NA	NA	2			
AT3G50230	3.5	3.8	3.3	NA	NA	NA				
AT3G50240	1.9	1.3	NA	-3.1	NA	NA		1.1		
AT3G50310	NA	NA	NA	3.4	NA	NA				
AT3G50340	-1.7	NA	-1.2	NA	NA	NA				
AT3G50350	NA	4	4.4	7.7	NA	NA				
AT3G50370	NA	NA	NA	1.3	NA	NA				
AT3G50410	-1.6	-2.1	-2.6	-2.2	NA	NA				
AT3G50420	-1.5	-1.5	NA	NA	NA	NA				
AT3G50430	1.2	1.3	1.7	1.4	NA	NA				
AT3G50440	3	3.9	3.9	3.5	NA	1.4			1.1	1.9
AT3G50480	4	5.3	6.5	7.6	NA	NA				
AT3G50520	NA	NA	-1.1	-1.6	NA	NA				
AT3G50530	NA	NA	NA	-1.7	NA	NA				
AT3G50550	-1.1	NA	NA	NA	NA	NA				
AT3G50620	NA	1.1	NA	NA	NA	NA				
AT3G50625	NA	NA	NA	4.8	NA	NA				
AT3G50630	4.5	4.6	4.4	3.4	1.2	NA				
AT3G50650	3.1	3.6	3.7	4.1	NA	NA				
AT3G50660	NA	NA	NA	-1.1	NA	NA		1.2		
AT3G50685	NA	-1.1	NA	NA	NA	NA				
AT3G50700	-1.3	-2	-2.9	-5.2	NA	NA				
AT3G50740	NA	6.5	8.9	12.2	NA	NA	-2.4	-1.5		
AT3G50750	NA	-1.1	-3.8	-6.5	NA	NA	1.3			
AT3G50760	3.6	3.8	3.4	2.3	NA	NA				
AT3G50770	3.8	NA	NA	NA	NA	NA				
AT3G50780	NA	NA	-1.1	-2.2	NA	NA				
AT3G50810	NA	NA	NA	2.2	NA	NA				
AT3G50820	-1.1	-5.7	-8.4	-8.3	NA	NA	2.1			
AT3G50825	NA	-1.2	-1.4	-2.3	NA	NA				
AT3G50830	1.2	1.6	2.1	3.6	NA	NA				
AT3G50840	NA	NA	NA	-5.6	NA	NA				
AT3G50850	-1.5	-1.9	-1.8	-2.7	NA	NA				
AT3G50870	-2	-2.4	-3	-7.7	NA	NA				
AT3G50880	NA	NA	NA	1.1	NA	NA				
AT3G50890	2.4	2.6	2.3	1.1	NA	NA				
AT3G50900	3	NA	NA	NA	NA	NA				
